customerUniqueId,customerContractOneId,customerOneId,isParentOf,manufacturerOneId,manufacturerUniqueId,partNameCustomer,partNameManufacturer,partNumberCustomer,partNumberManufacturer,productionCountryCode,productionDateGmt,qualityAlert,qualityType,manufacturerContractOneId,uniqueId
Partner_00003_GRIS_1,,Partner_00004_ZF,['Partner_ERROR_CP_8'],Partner_00003_GRIS,Partner_00003_GRIS_1,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_1
Partner_00003_GRIS_3,,Partner_00004_ZF,['Partner_ERROR_CP_17'],Partner_00003_GRIS,Partner_00003_GRIS_3,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_3
Partner_00003_GRIS_5,,Partner_00004_ZF,['Partner_ERROR_CP_26'],Partner_00003_GRIS,Partner_00003_GRIS_5,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_5
Partner_00003_GRIS_7,,Partner_00004_ZF,['Partner_ERROR_CP_35'],Partner_00003_GRIS,Partner_00003_GRIS_7,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_7
Partner_00003_GRIS_9,,Partner_00004_ZF,['Partner_ERROR_CP_44'],Partner_00003_GRIS,Partner_00003_GRIS_9,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_9
Partner_00003_GRIS_11,,Partner_00004_ZF,['Partner_ERROR_CP_53'],Partner_00003_GRIS,Partner_00003_GRIS_11,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_11
Partner_00003_GRIS_13,,Partner_00004_ZF,['Partner_ERROR_CP_62'],Partner_00003_GRIS,Partner_00003_GRIS_13,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_13
Partner_00003_GRIS_15,,Partner_00004_ZF,['Partner_ERROR_CP_71'],Partner_00003_GRIS,Partner_00003_GRIS_15,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_15
Partner_00003_GRIS_17,,Partner_00004_ZF,['Partner_ERROR_CP_80'],Partner_00003_GRIS,Partner_00003_GRIS_17,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_17
Partner_00003_GRIS_19,,Partner_00004_ZF,['Partner_ERROR_CP_89'],Partner_00003_GRIS,Partner_00003_GRIS_19,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_19
Partner_00003_GRIS_21,,Partner_00004_ZF,['Partner_ERROR_CP_98'],Partner_00003_GRIS,Partner_00003_GRIS_21,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_21
Partner_00003_GRIS_23,,Partner_00004_ZF,['Partner_ERROR_CP_107'],Partner_00003_GRIS,Partner_00003_GRIS_23,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_23
Partner_00003_GRIS_25,,Partner_00004_ZF,['Partner_ERROR_CP_116'],Partner_00003_GRIS,Partner_00003_GRIS_25,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_25
Partner_00003_GRIS_27,,Partner_00004_ZF,['Partner_ERROR_CP_125'],Partner_00003_GRIS,Partner_00003_GRIS_27,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_27
Partner_00003_GRIS_29,,Partner_00004_ZF,['Partner_ERROR_CP_134'],Partner_00003_GRIS,Partner_00003_GRIS_29,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_29
Partner_00003_GRIS_31,,Partner_00004_ZF,['Partner_ERROR_CP_143'],Partner_00003_GRIS,Partner_00003_GRIS_31,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_31
Partner_00003_GRIS_33,,Partner_00004_ZF,['Partner_ERROR_CP_152'],Partner_00003_GRIS,Partner_00003_GRIS_33,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_33
Partner_00003_GRIS_35,,Partner_00004_ZF,['Partner_ERROR_CP_161'],Partner_00003_GRIS,Partner_00003_GRIS_35,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_35
Partner_00003_GRIS_37,,Partner_00004_ZF,['Partner_ERROR_CP_170'],Partner_00003_GRIS,Partner_00003_GRIS_37,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_37
Partner_00003_GRIS_39,,Partner_00004_ZF,['Partner_ERROR_CP_179'],Partner_00003_GRIS,Partner_00003_GRIS_39,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_39
Partner_00003_GRIS_41,,Partner_00004_ZF,['Partner_ERROR_CP_188'],Partner_00003_GRIS,Partner_00003_GRIS_41,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_41
Partner_00003_GRIS_43,,Partner_00004_ZF,['Partner_ERROR_CP_197'],Partner_00003_GRIS,Partner_00003_GRIS_43,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_43
Partner_00003_GRIS_45,,Partner_00004_ZF,['Partner_ERROR_CP_206'],Partner_00003_GRIS,Partner_00003_GRIS_45,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_45
Partner_00003_GRIS_47,,Partner_00004_ZF,['Partner_ERROR_CP_215'],Partner_00003_GRIS,Partner_00003_GRIS_47,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_47
Partner_00003_GRIS_49,,Partner_00004_ZF,['Partner_ERROR_CP_224'],Partner_00003_GRIS,Partner_00003_GRIS_49,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_49
Partner_00003_GRIS_51,,Partner_00004_ZF,['Partner_ERROR_CP_233'],Partner_00003_GRIS,Partner_00003_GRIS_51,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_51
Partner_00003_GRIS_53,,Partner_00004_ZF,['Partner_ERROR_CP_242'],Partner_00003_GRIS,Partner_00003_GRIS_53,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_53
Partner_00003_GRIS_55,,Partner_00004_ZF,['Partner_ERROR_CP_251'],Partner_00003_GRIS,Partner_00003_GRIS_55,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_55
Partner_00003_GRIS_57,,Partner_00004_ZF,['Partner_ERROR_CP_260'],Partner_00003_GRIS,Partner_00003_GRIS_57,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_57
Partner_00003_GRIS_59,,Partner_00004_ZF,['Partner_ERROR_CP_269'],Partner_00003_GRIS,Partner_00003_GRIS_59,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_59
Partner_00003_GRIS_61,,Partner_00004_ZF,['Partner_ERROR_CP_278'],Partner_00003_GRIS,Partner_00003_GRIS_61,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_61
Partner_00003_GRIS_63,,Partner_00004_ZF,['Partner_ERROR_CP_287'],Partner_00003_GRIS,Partner_00003_GRIS_63,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_63
Partner_00003_GRIS_65,,Partner_00004_ZF,['Partner_ERROR_CP_296'],Partner_00003_GRIS,Partner_00003_GRIS_65,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_65
Partner_00003_GRIS_67,,Partner_00004_ZF,['Partner_ERROR_CP_305'],Partner_00003_GRIS,Partner_00003_GRIS_67,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_67
Partner_00003_GRIS_69,,Partner_00004_ZF,['Partner_ERROR_CP_314'],Partner_00003_GRIS,Partner_00003_GRIS_69,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_69
Partner_00003_GRIS_71,,Partner_00004_ZF,['Partner_ERROR_CP_323'],Partner_00003_GRIS,Partner_00003_GRIS_71,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_71
Partner_00003_GRIS_73,,Partner_00004_ZF,['Partner_ERROR_CP_332'],Partner_00003_GRIS,Partner_00003_GRIS_73,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_73
Partner_00003_GRIS_75,,Partner_00004_ZF,['Partner_ERROR_CP_341'],Partner_00003_GRIS,Partner_00003_GRIS_75,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_75
Partner_00003_GRIS_77,,Partner_00004_ZF,['Partner_ERROR_CP_350'],Partner_00003_GRIS,Partner_00003_GRIS_77,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_77
Partner_00003_GRIS_79,,Partner_00004_ZF,['Partner_ERROR_CP_359'],Partner_00003_GRIS,Partner_00003_GRIS_79,Gear Wheel,Gear Wheel,4AF,5816D,DE,2021-05-31,False,,,Partner_00003_GRIS_79
